ID,Title_Romaji,Title_English,Title_Native,Type,Format,Genres,Episodes,Season,Season_Year,Start,End,Source,Country,Studios,Authors_Staff,Status,Average_Score,Mean_Score,Popularity,Favourites
116323,Decadence: Remix,Unknown,Decadence-Remix-,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2012-4-14,2012-4-14,ORIGINAL,JP,Unknown,Rabbit MACHINE (Director),FINISHED,43.0,44.0,182,0
115765,Himitsukessha Taka no Tsume x Glass no Kamen Desu ga,Unknown,秘密結社鷹の爪×ガラスの仮面ですが,ANIME,ONA,Comedy,1.0,WINTER,2013.0,2013-3-28,2013-3-28,ORIGINAL,JP,DLE,Unknown,FINISHED,38.0,37.0,182,0
111122,Cook no Polka,Unknown,コックのポルカ,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,1964-8-3,1964-8-3,Unknown,JP,Unknown,Shuuichi Nakahara (Animation Director),FINISHED,37.0,35.0,182,0
103942,Deniroo's Circus,Unknown,Deniroo's Circus,ANIME,SPECIAL,Comedy,1.0,Unknown,2011.0,2004-None-None,2004-None-None,Unknown,JP,Unknown,Tatsushi Momen (Director),FINISHED,38.0,37.0,182,0
103522,TOWEL STORY,Unknown,TOWEL STORY,ANIME,ONA,Slice of Life,4.0,Unknown,2011.0,2011-8-24,2013-6-3,ORIGINAL,JP,Unknown,Unknown,FINISHED,49.0,53.0,182,0
103496,celebration and chorale,Unknown,celebration and chorale,ANIME,MOVIE,Music,1.0,Unknown,2011.0,2012-None-None,2012-None-None,ORIGINAL,JP,Unknown,Unknown,FINISHED,43.0,45.0,182,0
102550,Nameless Flipbook,Unknown,Nameless Flipbook,ANIME,ONA,Unknown,1.0,Unknown,2011.0,2009-10-21,2009-10-21,ORIGINAL,JP,Unknown,Rabbit MACHINE (Director),FINISHED,43.0,44.0,182,0
14067,Ginga Hyouryuu Vifam: Chicago Super Police 13,Unknown,銀河漂流バイファム シカゴ・スーパーポリス13,ANIME,SPECIAL,"Action, Comedy",1.0,FALL,1985.0,1985-9-25,1985-9-25,Unknown,JP,Unknown,Unknown,FINISHED,45.0,49.0,182,0
9973,Xi Yangyang Yu Hui Tailang: Huhu Sheng Wei,Pleasant Goat and Big Big Wolf: The Tiger Prowess,喜羊羊与灰太狼之虎虎生威,ANIME,MOVIE,"Adventure, Comedy",1.0,WINTER,2010.0,2010-1-29,2010-1-29,OTHER,CN,Unknown,Unknown,FINISHED,43.0,46.0,182,1
8685,Ryuuichi Manga Gekijou: Onbu Obake,Unknown,隆一まんが劇場　おんぶおばけ,ANIME,TV,Supernatural,52.0,FALL,1972.0,1972-10-7,1973-9-29,ORIGINAL,JP,Eiken,"Ryuuichi Yokoyama (2nd Key Animation), Ryuuichi Yokoyama (Original Creator), Ryuuichi Yokoyama (Original Character Design), Toshitaka Tsunoda (Animation Director), Katsutoshi Kobayashi (Animation Director)",FINISHED,60.0,62.0,182,3
7639,Shounen Santa no Daibouken,Unknown,少年サンタの大冒険！,ANIME,TV,"Adventure, Fantasy",24.0,SPRING,1996.0,1996-4-6,1996-9-21,OTHER,JP,Unknown,"Toshiyuki Watanabe (Music), Takao Koyama (Series Composition), Takao Koyama (Script  (eps 	1-2, 15)), Makoto Sokuza (Episode Director  (eps 1, 8, 17, 23)), Makoto Sokuza (Storyboard  (ep 19))",FINISHED,60.0,38.0,182,0
7525,Kick Off 2002,Unknown,キックオフ２００２,ANIME,TV,Sports,26.0,WINTER,2002.0,2002-2-18,2002-9-2,VIDEO_GAME,JP,Unknown,"Osamu Nakamura (Series Composition), Hitoshi Nagao (Background Art), Osamu Nakamura (Script (eps 1-9, 12, 13, 15, 16, 19, 20, 23, 26)), Hiroya Iijima (Character Design)",FINISHED,60.0,52.0,182,1
185970,9-tsu no Bouken,Unknown,9つの冒険,ANIME,SPECIAL,"Adventure, Fantasy",1.0,Unknown,2011.0,2024-11-21,2024-11-21,VIDEO_GAME,JP,CoMix Wave,"Kazuhiko Yabumoto (Director), Kazuhiko Yabumoto (Storyboard), Hiroyasu Ishida (Supervisor), Jun Ishikawa (Character Design), Mayuko Katou (Chief Animation Director)",FINISHED,60.0,67.0,181,2
177436,Araburu Kisetsu no Otome-domo yo. Mini Anime,Unknown,Unknown,ANIME,ONA,Comedy,42.0,Unknown,2011.0,2019-5-20,2019-9-26,Unknown,JP,Unknown,Unknown,FINISHED,60.0,43.0,181,3
177166,Bakugan,Bakugan,爆丸,ANIME,ONA,"Action, Fantasy",26.0,SUMMER,2023.0,2023-9-1,2024-1-8,ORIGINAL,JP,TMS Entertainment,"Kazuya Ichikawa (Director), Akiko Saitou (Color Coordination), Mari Takada (Character Design), Yasutada Katou (Art Director), Ayumi Kamata (CG Director)",FINISHED,60.0,65.0,181,8
148664,Soreike! Anpanman: Shabondama no Purun,"Anpanman: Purun, the Soap Bubble",それいけ! アンパンマン シャボン玉のプルン,ANIME,MOVIE,"Comedy, Fantasy",1.0,SUMMER,2007.0,2007-7-14,2007-7-14,OTHER,JP,Unknown,Takashi Yanase (Original Creator),FINISHED,60.0,60.0,181,2
137677,Li Ba Shanhe Xi Zi Tang,Unknown,力拔山河兮子唐,ANIME,ONA,Fantasy,20.0,Unknown,2011.0,2022-8-29,2022-10-27,OTHER,CN,"Aurora, Fengyun Animation",Aba Liu (Story),FINISHED,60.0,63.0,181,6
136646,Ndaho Kekkon Omedetou!!,Unknown,ンダホ結婚おめでとう！！,ANIME,ONA,"Music, Romance, Slice of Life",1.0,SPRING,2021.0,2021-4-30,2021-4-30,ORIGINAL,JP,LIDENFILMS,"Kiyoshi Hirose (Director), Kiyoshi Hirose (Storyboard), Kiyoshi Hirose (Editing), Aya Tanaka (Character Design), Aya Tanaka (Chief Animation Director)",FINISHED,45.0,47.0,181,0
136492,A Sea Doesn't Tell Much,Unknown,ア シー ダズント テル マッチ,ANIME,MOVIE,Music,1.0,Unknown,2011.0,2008-None-None,2008-None-None,ORIGINAL,JP,Unknown,Yoriko Mizushiri (Director),FINISHED,39.0,38.0,181,0
132855,Jam the Housnail,Unknown,ジャム・ザ・ハウスネイル,ANIME,TV_SHORT,Adventure,15.0,SUMMER,1996.0,1996-6-10,2006-4-17,ORIGINAL,JP,Unknown,"Kuricorder Quartet (Music), Tatsutoshi Nomura (Animation), Tatsutoshi Nomura (Director), Tatsutoshi Nomura (Script)",FINISHED,60.0,44.0,181,2
132319,PUNISHMENT,Unknown,PUNISHMENT,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2020-12-26,2020-12-26,ORIGINAL,JP,Unknown,"Kotone Tenjin (Music Performance), Nebiru (Animation), Roki (Art), Ryou Deguchi (Music Lyrics), Ryou Deguchi (Music Composition)",FINISHED,54.0,65.0,181,4
129551,Seer 2  Da Dianying: Leiyi Yu Maiersi,Unknown,赛尔号大电影2：雷伊与迈尔斯 ,ANIME,MOVIE,"Adventure, Fantasy",1.0,Unknown,2011.0,2012-6-28,2012-6-28,VIDEO_GAME,CN,Taomee,Unknown,FINISHED,60.0,26.0,181,0
121714,Ohayou Ninja-tai Gatchaman,Unknown,おはよう忍者隊ガッチャマン,ANIME,TV_SHORT,Comedy,475.0,SPRING,2011.0,2011-4-18,2013-3-29,Unknown,JP,ODDJOB,"Kate Arrow (Animation), Kentarou Moriya (Supervisor)",FINISHED,60.0,44.0,181,1
116250,Omukaisan,Face to Face,お向かいさん,ANIME,MOVIE,Psychological,1.0,Unknown,2011.0,2007-None-None,2007-None-None,ORIGINAL,JP,Unknown,Mika Seike (Director),FINISHED,45.0,49.0,181,3
110466,Goro-chan,Unknown,ゴロちゃん,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,1990-2-10,1990-2-10,ORIGINAL,JP,Unknown,Hideharu Mori (Music),FINISHED,43.0,44.0,181,0
109391,Nezumi no Yomeiri,"Marriage of a Mouse, Mouse's Wedding",ねずみのよめいり,ANIME,MOVIE,Comedy,1.0,Unknown,2011.0,1961-None-None,1961-None-None,ORIGINAL,JP,Unknown,Unknown,FINISHED,43.0,45.0,181,0
104392,Shin Dokonjou Gaeru: Dokonjou Yumemakura,Unknown,新・ど根性ガエル ど根性・夢枕,ANIME,MOVIE,"Comedy, Slice of Life",1.0,Unknown,2011.0,1982-5-20,1982-5-20,MANGA,JP,Unknown,Yasumi Yoshizawa (Original Creator),FINISHED,46.0,50.0,181,0
104387,Tsuru no Ongaeshi,The Grateful Crane,つるのおんがえし,ANIME,MOVIE,"Fantasy, Supernatural",1.0,Unknown,2011.0,1965-None-None,1965-None-None,ORIGINAL,JP,Unknown,Kazuhiko Watanabe (Director),FINISHED,41.0,42.0,181,1
104338,WAKIE WAKIE,Unknown,WAKIE WAKIE ～music video vol.1～,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2015-1-9,2015-1-9,Unknown,JP,Unknown,Unknown,FINISHED,37.0,35.0,181,0
102379,Pride,Unknown,プライド,ANIME,ONA,Slice of Life,1.0,FALL,2015.0,2015-10-29,2015-10-29,ORIGINAL,JP,Unknown,Kurashina Takafumi (Director),FINISHED,45.0,48.0,181,0
102151,Qi Cai Lao Fu Zi,Color Old Master Q,七彩老夫子,ANIME,MOVIE,"Action, Comedy",1.0,Unknown,2011.0,1981-7-16,1981-7-16,MANGA,CN,Unknown,Alfonso Wong (Original Creator),FINISHED,46.0,51.0,181,0
100360,Milky Panic twelve,Milky Panic twelve,ミルキーパニック twelve,ANIME,MOVIE,Unknown,1.0,WINTER,2018.0,2018-3-None,2018-3-None,ORIGINAL,JP,Tomason,Shinnosuke Numata (Director),FINISHED,60.0,31.0,181,0
19849,Peeping Life 5.0ch,Unknown,Peeping Life 5.0ch,ANIME,OVA,"Comedy, Slice of Life",10.0,WINTER,2012.0,2012-2-3,2012-2-3,ORIGINAL,JP,Unknown,Unknown,FINISHED,42.0,44.0,181,0
17163,Peeping Life: The Perfect Evolution Specials,Unknown,Unknown,ANIME,SPECIAL,"Comedy, Slice of Life",9.0,Unknown,2011.0,2011-None-None,2011-None-None,ORIGINAL,JP,CoMix Wave,Unknown,FINISHED,40.0,40.0,181,0
9518,Ichigo Ichie: Kimi no Kotoba,Unknown,一期一会～キミノコトバ～,ANIME,TV_SHORT,Comedy,13.0,FALL,2010.0,2010-10-24,2011-1-30,Unknown,JP,Unknown,Unknown,FINISHED,60.0,46.0,181,1
8733,Tousan no Tsukutta Uta,Unknown,父さんのつくった歌,ANIME,MUSIC,Fantasy,1.0,Unknown,2011.0,1982-None-None,1982-None-None,Unknown,JP,Unknown,Unknown,FINISHED,40.0,40.0,181,0
5559,Nijuusou: Wana ni Ochita Onnatachi,Unknown,二重奏　~罠に落ちた女たち~,ANIME,OVA,Hentai,1.0,SPRING,2002.0,2002-3-21,2002-3-21,ORIGINAL,JP,Unknown,Unknown,FINISHED,41.0,41.0,181,2
185071,Moto Kare to wa Dekinakatta Sex Shite mo Ii Desu ka?,Unknown,元カレとはできなかったセックスしてもいいですか?,ANIME,OVA,Hentai,1.0,SPRING,2025.0,2025-6-27,2025-6-27,OTHER,JP,Seven,"Danimaru (Story & Art), Saishin Saide (Director)",NOT_YET_RELEASED,60.0,60.0,180,8
176577,SHIBUYA♡HACHI,Unknown,SHIBUYA♡HACHI,ANIME,TV_SHORT,Slice of Life,13.0,SPRING,2024.0,2024-4-6,2024-6-29,ORIGINAL,JP,Nippon Animation,"HACHI (Theme Song Performance (OP, ED)), Jun Kamiya (Script)",FINISHED,60.0,50.0,180,2
165647,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita Mini Anime 5th Season,Unknown,【腐男子召喚〜異世界で神獣にハメられました〜】ミニアニメ 5th,ANIME,ONA,Comedy,3.0,SPRING,2023.0,2023-5-10,2023-5-24,MANGA,JP,AQUA ARIS,"Moe Fujisaki (Original Creator), Yoshitomo (Director), Yoshitomo (SD Design)",FINISHED,45.0,49.0,180,1
145477,Sore Ike! Anpanman: Minami no Umi wo Sukue!,Unknown,それいけ!アンパンマン みなみの海をすくえ!,ANIME,SPECIAL,Fantasy,1.0,SUMMER,1990.0,1990-8-26,1990-8-26,ORIGINAL,JP,TMS Entertainment,"Seiji Suzuki (Music Director), Michishiro Yamada (Character Design), Takao Imaizumi (Music), Taeko Okina (Script), Kazuhiko Yagiuchi (Producer)",FINISHED,60.0,45.0,180,1
138257,"""Calpis"" Hakkou Monogatari",Unknown,「カルピス」発酵ものがたり,ANIME,ONA,Unknown,1.0,Unknown,2011.0,2018-4-20,2018-4-20,ORIGINAL,JP,Unknown,Takaharu Shimizu (Director),FINISHED,36.0,34.0,180,1
126321,PEACH COMMAND Shin Momotarou Densetsu,Unknown,PEACH COMMAND 新桃太郎伝説,ANIME,TV,"Adventure, Comedy",24.0,FALL,1990.0,1990-10-8,1991-4-1,VIDEO_GAME,JP,Knack Productions,"Tsutomu Ooshiro (Key Animation (eps 1, 10, 15))",FINISHED,60.0,61.0,180,4
120513,Shinobi no Susume,An Encouragement of Ninja,忍びのすゝめ,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2019-6-9,2019-6-9,ORIGINAL,JP,Unknown,"Mafuteru (Animation Director), Mafumafu (Music Performance), Mafumafu (Music Lyrics), Mafumafu (Music Composition), Mafuteru (Art)",FINISHED,59.0,74.0,180,5
118569,Elite Banana Banao,Unknown,エリートバナナ バナ夫,ANIME,ONA,"Comedy, Slice of Life",9.0,Unknown,2011.0,2015-12-24,2016-8-8,OTHER,JP,Unknown,Unknown,FINISHED,60.0,39.0,180,0
116710,Sensuikan Cassiopeia,Unknown,潜水艦カシオペア,ANIME,MOVIE,Psychological,1.0,Unknown,2011.0,1964-None-None,1964-None-None,ORIGINAL,JP,Unknown,Hiroshi Manabe (Director),FINISHED,38.0,36.0,180,1
114440,Go-hiki no Kozaru-tachi,Unknown,五匹の子猿たち,ANIME,MOVIE,Unknown,1.0,Unknown,2011.0,1956-None-None,1956-None-None,ORIGINAL,JP,Unknown,"Yoshitsugu Tanaka (Director), Yoshitsugu Tanaka (Screenplay), Tadahito Mochinaga (Director)",FINISHED,38.0,36.0,180,0
114338,Neko no Nyahho - Nya Miserables,Unknown,猫のニャッホ 〜ニャ・ミゼラブル〜,ANIME,TV_SHORT,"Comedy, Slice of Life",25.0,SPRING,2019.0,2019-4-3,2019-9-18,VIDEO_GAME,JP,"TMS Entertainment, Jinni's Animation Studios","Shigeyuki Watanabe (Director), Atsushi Nagashima (Sound Director), Takayuki Sano (Executive Producer), Manabu Miki (Planning Assistance), Shintarou Aoki (Music)",FINISHED,60.0,48.0,180,0
113575,Sakura Yori Ai wo Nosete,From Cherry Blossoms with Love,サクラより愛をのせて,ANIME,MOVIE,Unknown,1.0,Unknown,2011.0,1976-None-None,1976-None-None,Unknown,JP,Unknown,Tadanari Okamoto (Director),FINISHED,39.0,39.0,180,0
104590,Arigatou Gomennasai,Thank You and Sorry,ありがとうごめんなさい,ANIME,MOVIE,Unknown,1.0,Unknown,2011.0,2009-None-None,2009-None-None,ORIGINAL,JP,Unknown,Taku Furukawa (Director),FINISHED,38.0,37.0,180,0
103500,Nosferatu,Unknown,ノスフェラトゥ,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2012-2-9,2012-2-None,Unknown,JP,Unknown,Tomoko Oshima (Director),FINISHED,42.0,42.0,180,1
102931,ice fist,Ice Fist,ice fist,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2014-5-2,2014-5-2,OTHER,JP,Unknown,Vampillia (Theme Song Performance),FINISHED,43.0,44.0,180,0
102676,Insomniac,Unknown,Insomniac,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2008-None-None,2008-None-None,ORIGINAL,JP,Unknown,Ryou Ookawara (Director),FINISHED,41.0,41.0,180,0
97887,Sentai Hero SUKIYAKI FORCE,Sentai Hero SUKIYAKI FORCE,戦隊ヒーロー スキヤキフォース,ANIME,TV_SHORT,Comedy,24.0,WINTER,2017.0,2017-1-9,2017-6-19,ORIGINAL,JP,Studio 4°C,Shoujirou Nishimi (Original Character Design),FINISHED,60.0,30.0,180,0
20229,Makkuro na Obentou,Unknown,まっ黒なおべんとう,ANIME,MOVIE,Drama,1.0,SUMMER,1990.0,1990-6-12,1990-6-12,Unknown,JP,Unknown,Unknown,FINISHED,60.0,49.0,180,2
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,Unknown,劇場版甲虫王者ムシキング グレイテストチャンピオンへの道,ANIME,MOVIE,"Adventure, Fantasy",1.0,FALL,2005.0,2005-12-17,2005-12-17,OTHER,JP,Unknown,"Masamichi Amano (Music), Shinzou Fujita (Screenplay), Shunji Ooga (Director)",FINISHED,60.0,46.0,180,1
16253,"Umi Da! Funade Da! Nikoniko, Pun",Unknown,海だ! 船出だ! にこにこ,ANIME,MOVIE,"Comedy, Fantasy",1.0,WINTER,1990.0,1990-1-4,1990-1-4,Unknown,JP,Unknown,"Toshio Hirata (Director), Masaaki Oosumi (Script)",FINISHED,60.0,69.0,180,4
14235,Salad Land,Unknown,サラダランド,ANIME,ONA,Fantasy,1.0,WINTER,2012.0,2012-2-9,2012-2-9,Unknown,JP,Unknown,Unknown,FINISHED,39.0,39.0,180,0
9387,Ginga Hyouryuu Vifam: Kachua Kara no Tayori,Unknown,銀河漂流バイファム カチュアからの便り,ANIME,OVA,"Action, Adventure, Mecha, Sci-Fi",1.0,FALL,1984.0,1984-10-28,1984-10-28,Unknown,JP,Sunrise,"Yasushi Hirano (Screenplay), Hiroyuki Hoshiyama (Original Creator)",FINISHED,60.0,44.0,180,0
4709,Aesop's World,Unknown,イソップ・ワールド,ANIME,TV_SHORT,Unknown,26.0,SPRING,1999.0,1999-4-5,1999-12-31,Unknown,JP,Sunrise,"Masami Hata (Director), Shinya Takahashi (Character Design)",FINISHED,60.0,43.0,180,1
185200,utakata,Unknown,うたかた,ANIME,MUSIC,Slice of Life,1.0,Unknown,2011.0,2024-11-23,2024-11-23,ORIGINAL,JP,Unknown,"Rapparu (Director), Snail's House (Music Arrangement), Rapparu (Animation), Snail's House (Music Composition), Snail's House (Music Performance)",FINISHED,58.0,71.0,179,3
168240,San Xiu Zhi Wang,Unknown,散修之王,ANIME,ONA,"Action, Fantasy",52.0,Unknown,2011.0,2024-4-1,2025-2-3,OTHER,CN,KUAIYING,Zishan Bai yue (Original Story),FINISHED,60.0,67.0,179,6
159687,for Victory!,Unknown,for Victory!,ANIME,MUSIC,Slice of Life,1.0,Unknown,2011.0,2022-12-31,2022-12-31,ORIGINAL,JP,PINE JAM,"Hige Driver (Music Lyrics), Hige Driver (Music Composition), Hiroki Hirano (Unit Director), Hige Driver (Music Arrangement), Hiroki Hirano (Director)",FINISHED,53.0,63.0,179,1
155842,Higasa,Higasa,陽傘,ANIME,MUSIC,Drama,1.0,Unknown,2011.0,2022-8-24,2022-8-24,ORIGINAL,JP,Unknown,"Sori Sawada (Music Composition), Sori Sawada (Music Arrangement), Sori Sawada (Music Lyrics), Tatsuya Kitani (Music Bass Performance), syo5 (Animation)",FINISHED,60.0,66.0,179,0
143708,ChroNoiR x vaultroom,Unknown,ChroNoiR x vaultroom,ANIME,SPECIAL,Unknown,1.0,Unknown,2011.0,2022-1-12,2022-1-12,ORIGINAL,JP,Unknown,"Sou Ootsuki (Director ), Ayase (Music ), Takashi Oohashi (Director of Photography), Kouhei Tokuoka (Animation Director), Kouhei Tokuoka (Character Design)",FINISHED,60.0,59.0,179,1
137706,Shi Shi Chuanshuo,Unknown,师士传说,ANIME,ONA,"Action, Mecha, Sci-Fi",26.0,Unknown,2011.0,2023-12-3,2024-2-18,OTHER,CN,Mili Pictures,Xiang Fang (Original Story),FINISHED,60.0,57.0,179,5
137665,Mo Zhuang Chuanshuo,Unknown,魔装传说,ANIME,ONA,Fantasy,2.0,Unknown,2011.0,2023-8-21,None-None-None,ORIGINAL,CN,Ruo Hong Culture,Unknown,RELEASING,60.0,67.0,179,6
137319,TOUBOU,Unknown,TOUBOU,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2021-7-28,2021-7-28,ORIGINAL,JP,Unknown,"Misumi (Music Arrangement), EMA (Music Lyrics), DUSTCELL (Music Performance), bobibobi (Animation), Misumi (Music Composition)",FINISHED,50.0,58.0,179,2
135536,Pucca 3 Part 2,Unknown,뿌까 3 Part 2,ANIME,TV,"Action, Adventure, Comedy, Drama, Romance",13.0,Unknown,2011.0,2019-8-1,2019-10-31,ORIGINAL,KR,Keyring,Unknown,FINISHED,60.0,63.0,179,4
119836,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,Unknown,それいけ! アンパンマン 怪傑ナガネギマンとやきそばパンマン ,ANIME,MOVIE,"Adventure, Fantasy",1.0,SUMMER,2001.0,2001-7-14,2001-7-14,ORIGINAL,JP,TMS Entertainment,"Takashi Yanase (Original Creator), Shunji Ooga (Director), Yoshiyuki Suga (Script), Hiromasa Oomichi (Animation Director)",FINISHED,60.0,55.0,179,0
116705,Toumei Ningen,Unknown,透明人間,ANIME,MOVIE,Psychological,1.0,Unknown,2011.0,1969-None-None,1969-None-None,ORIGINAL,JP,Unknown,Tatsuo Shimamura (Director),FINISHED,40.0,39.0,179,0
116059,Tama Pawns,Unknown,たまぽんず,ANIME,ONA,"Comedy, Fantasy",6.0,WINTER,2017.0,2017-1-27,2017-2-1,ORIGINAL,JP,Tsukimidou,"Katsuhiro Nakajima (Sound Effects), Kengo Kawazoe (Sound Director)",FINISHED,42.0,43.0,179,1
104323,Monogatari no Aru Satou,Unknown,物語のある砂糖,ANIME,ONA,Romance,1.0,Unknown,2011.0,2017-10-10,2017-10-10,ORIGINAL,JP,Unknown,Asako Ooshima (Director),FINISHED,47.0,52.0,179,0
103545,KAWAII COOK SAN,Unknown,KAWAII COOK SAN,ANIME,ONA,Slice of Life,1.0,Unknown,2011.0,2011-3-2,2011-3-2,Unknown,JP,Unknown,Unknown,FINISHED,35.0,32.0,179,0
103458,Henkei Sakuhin Dai 2-ban,Metamorphose Works No.2,変形作品第２番,ANIME,MOVIE,Unknown,1.0,Unknown,2011.0,1984-None-None,1984-None-None,Unknown,JP,Unknown,Keita Kurosaka (Director),FINISHED,32.0,26.0,179,0
103437,MTV Japan Station ID,Unknown,MTV Japan Station ID,ANIME,SPECIAL,Music,2.0,Unknown,2011.0,2006-None-None,2007-None-None,Unknown,JP,Unknown,Unknown,FINISHED,43.0,44.0,179,0
18305,15 Sonyeon Uju Pyoryugi,Unknown,15소년 우주 표류기,ANIME,MOVIE,"Action, Sci-Fi",1.0,Unknown,2011.0,1980-None-None,1980-None-None,Unknown,KR,Unknown,Unknown,FINISHED,41.0,40.0,179,0
12551,Jisshuusei,Unknown,実習生,ANIME,OVA,Hentai,1.0,SUMMER,2002.0,2002-6-25,2002-6-25,VISUAL_NOVEL,JP,Unknown,Unknown,FINISHED,36.0,31.0,179,0
10375,Denshinbashira no Okaa-san,Unknown,電信柱のお母さん,ANIME,MOVIE,Drama,1.0,Unknown,2011.0,2005-None-None,2005-None-None,Unknown,JP,Unknown,Yuusuke Sakamoto (Director),FINISHED,45.0,48.0,179,0
9498,Naniwa Yuukyouden,Unknown,なにわ遊侠伝,ANIME,OVA,"Action, Comedy",2.0,SPRING,1992.0,1992-3-13,1992-6-25,Unknown,JP,Unknown,Unknown,FINISHED,60.0,37.0,179,0
8494,Kikansha Yaemon: D51 no Daibouken,Unknown,D51の大冒険 きかんしゃやえもん,ANIME,MOVIE,Fantasy,1.0,SPRING,1974.0,1974-3-16,1974-3-16,OTHER,JP,Unknown,"Takeo Watanabe (Music), Reiko Okuyama (Key Animation), Takeshi Tamiya (Director)",FINISHED,43.0,46.0,179,1
8180,Koi Suru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,恋する天使アンジェリーク ちびキャラAdventure 2,ANIME,SPECIAL,"Adventure, Comedy",1.0,SPRING,2007.0,2007-4-25,2007-4-25,Unknown,JP,Unknown,Unknown,FINISHED,60.0,52.0,179,1
3180,Manga Aesop Monogatari,Aesop's Fables,まんがイソップ物語,ANIME,TV_SHORT,Fantasy,52.0,FALL,1983.0,1983-10-10,1983-12-22,Unknown,JP,Unknown,"Fumio Kurokawa (Storyboard), Mami Watanabe (Script), Junzou Nakajima (Producer), Eiji Okabe (Director), Elio Zamuto (ADR Director (Italian))",FINISHED,60.0,46.0,179,0
182563,Wanmei Shijie: Juchang Ban,Unknown,完美世界 剧场版,ANIME,ONA,"Action, Adventure, Fantasy",3.0,Unknown,2011.0,2024-9-14,2024-9-14,OTHER,CN,Foch,Dong Chen (Original Story),FINISHED,60.0,78.0,178,6
141918,Lan Chi,Unknown,蓝翅,ANIME,ONA,"Drama, Mystery, Romance",2.0,Unknown,2011.0,None-None-None,None-None-None,MANGA,CN,Unknown,Xu Lu (Original Creator),NOT_YET_RELEASED,60.0,60.0,178,3
136019,Ginga Dento,Galaxy Lightway,銀河電燈,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2021-3-20,2021-3-20,ORIGINAL,JP,Unknown,"Nayutan Seijin (Music Arrangement), Nayutan Seijin (Music Composition), Rin Soejima (Director), Miku Hatsune (Music Performance), Nayutan Seijin (Music Lyrics)",FINISHED,49.0,56.0,178,0
117582,Muku na Kisetsu,Unknown,無垢な季節,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2015-10-14,2015-10-14,ORIGINAL,JP,Unknown,"ONIONSKIN (Producer), Youko Yuki (Director), Gesu no Kiwami Otome (Theme Song Performance)",FINISHED,48.0,53.0,178,0
113976,Shinrabanshou.mp3,Unknown,森羅万象.mp3,ANIME,SPECIAL,Music,1.0,Unknown,2011.0,2018-2-22,2018-2-22,ORIGINAL,JP,Unknown,"Wataru Uekusa (Director), Hiroshi Sakai (Animation), sasakure.UK (Music), Wataru Uekusa (Animation)",FINISHED,49.0,53.0,178,0
110404,Di Ling Qu,Unknown,地灵曲,ANIME,ONA,"Action, Adventure, Fantasy, Mystery, Thriller",18.0,Unknown,2011.0,2017-9-19,2018-1-29,ORIGINAL,CN,Zhuo Hua Network,Unknown,FINISHED,60.0,45.0,178,2
109351,Chanda Gou,M.S. Chanda,チャンダ号,ANIME,MOVIE,Drama,1.0,Unknown,2011.0,1964-None-None,1964-None-None,Unknown,JP,Unknown,Ryouhei Yanagihara (Director),FINISHED,37.0,34.0,178,0
109349,Futari Zamurai Homare no Kawakiri,Unknown,両人侍誉皮切,ANIME,MOVIE,Drama,1.0,Unknown,2011.0,1963-None-None,1963-None-None,ORIGINAL,JP,Unknown,Unknown,FINISHED,39.0,37.0,178,0
103725,Kura Sushi,Unknown,くら寿司,ANIME,ONA,Slice of Life,2.0,Unknown,2011.0,2014-4-27,2016-8-26,ORIGINAL,JP,Unknown,"Rabbit MACHINE (Character Design), Kousuke Sugimoto (Director)",FINISHED,47.0,52.0,178,0
103527,GAZA: changing the world,Unknown,GAZA changing the world,ANIME,ONA,"Drama, Supernatural",1.0,Unknown,2011.0,2015-6-27,2015-6-27,ORIGINAL,JP,Unknown,Unknown,FINISHED,46.0,49.0,178,0
103499,Katte ni Shiyagatte,Unknown,勝手にしやがって,ANIME,MUSIC,Unknown,1.0,Unknown,2011.0,2012-10-25,2012-10-25,ORIGINAL,JP,Unknown,Tomoko Oshima (Director),FINISHED,38.0,36.0,178,1
103007,Guan Hai Ce,Watch the Sea Strategy,观海策,ANIME,ONA,"Action, Drama",16.0,Unknown,2011.0,2018-6-17,2018-6-17,ORIGINAL,CN,Bright Studio,Unknown,FINISHED,60.0,57.0,178,1
102074,Teddy,Unknown,テディ,ANIME,MOVIE,Slice of Life,1.0,Unknown,2011.0,2005-1-1,2005-1-1,Unknown,JP,Unknown,"Taku Furukawa (Key Animation), Taku Furukawa (Director)",FINISHED,43.0,44.0,178,0
